user,day,numdistinctRecipientsDay,numdistinctRecipientsNight,numinternalRecipientsDay,numinternalRecipientsNight
RGB0901,2010-01-12,2,0,1,0
RGB1346,2010-01-12,15,0,9,0
RGB1581,2010-01-12,0,2,0,1
RGB1869,2010-01-12,17,0,4,0
RGM3111,2010-01-12,22,0,5,0
RGP0451,2010-01-12,23,0,7,0
RGR0706,2010-01-12,8,0,2,0
RHA3613,2010-01-12,4,0,0,0
RHB1721,2010-01-12,32,8,7,3
RHD0787,2010-01-12,14,14,1,2
RHF0046,2010-01-12,12,7,3,1
RHG1647,2010-01-12,39,0,8,0
RHL0268,2010-01-12,14,2,5,1
RHM3909,2010-01-12,5,0,1,0
RHO0678,2010-01-12,16,5,6,1
RHR2835,2010-01-12,4,0,1,0
RIB1582,2010-01-12,3,0,1,0
RIE2876,2010-01-12,25,5,10,0
RIJ2470,2010-01-12,17,0,5,0
RIK1631,2010-01-12,10,0,2,0
RIS2436,2010-01-12,23,0,5,0
RJA0402,2010-01-12,10,11,5,3
RJB1151,2010-01-12,19,0,4,0
RJB1424,2010-01-12,10,0,6,0
RJB2622,2010-01-12,17,2,6,1
RJD2647,2010-01-12,22,6,7,1
RJF3299,2010-01-12,3,0,1,0
RJF3634,2010-01-12,3,0,1,0
RJG2239,2010-01-12,5,0,1,0
RJG3325,2010-01-12,2,0,0,0
RJH0219,2010-01-12,8,14,1,3
RJH3796,2010-01-12,34,14,9,2
RJM0343,2010-01-12,6,0,1,0
RJM3227,2010-01-12,8,13,1,2
RJM3957,2010-01-12,3,0,1,0
RJO1791,2010-01-12,15,0,6,0
RJP1091,2010-01-12,6,0,7,0
RJS0846,2010-01-12,0,2,0,0
RJS3256,2010-01-12,6,0,1,0
RJS3479,2010-01-12,6,0,1,0
RJW1440,2010-01-12,2,16,1,7
RJW2318,2010-01-12,0,21,0,10
RKA2561,2010-01-12,18,7,6,2
RKE1589,2010-01-12,35,9,7,0
RKG2587,2010-01-12,11,15,2,4
RKH1569,2010-01-12,2,0,1,0
RKH1801,2010-01-12,11,6,7,1
RKH2877,2010-01-12,27,0,8,0
RKH3803,2010-01-12,7,0,3,0
RKJ3379,2010-01-12,23,21,7,6
RKL2682,2010-01-12,11,12,3,5
RKM3650,2010-01-12,0,5,0,1
RKW1754,2010-01-12,15,0,3,0
RLB1334,2010-01-12,12,6,0,3
RLH0358,2010-01-12,9,0,2,0
RLH1548,2010-01-12,3,0,0,0
RLK3490,2010-01-12,2,12,0,5
RLP3268,2010-01-12,0,2,0,1
RLR0365,2010-01-12,11,2,5,1
RLS0761,2010-01-12,11,0,9,0
RLS1738,2010-01-12,23,0,6,0
RMB0885,2010-01-12,2,0,1,0
RMB2275,2010-01-12,31,0,14,0
RMC2177,2010-01-12,5,0,1,0
RMD0792,2010-01-12,12,12,4,3
RME0448,2010-01-12,20,6,7,2
RME2477,2010-01-12,14,10,5,1
RML2759,2010-01-12,19,0,4,0
RML2789,2010-01-12,2,0,0,0
RMN1355,2010-01-12,9,12,2,1
RMO2439,2010-01-12,21,0,6,0
RMP3510,2010-01-12,14,5,7,2
RMR0341,2010-01-12,3,0,0,0
RMR2694,2010-01-12,14,0,3,0
RNB0519,2010-01-12,18,0,6,0
RNB2679,2010-01-12,5,18,1,7
RNC3417,2010-01-12,25,3,8,0
RND1473,2010-01-12,8,5,4,3
RNM0466,2010-01-12,18,2,6,1
ROA3171,2010-01-12,5,15,0,5
ROB2744,2010-01-12,12,0,5,0
ROH1347,2010-01-12,17,0,6,0
ROH3778,2010-01-12,38,0,12,0
ROR3483,2010-01-12,13,8,6,6
ROR3967,2010-01-12,6,0,1,0
ROS2030,2010-01-12,14,10,7,1
RPB0029,2010-01-12,0,17,0,6
RPC0205,2010-01-12,14,0,8,0
RPF2614,2010-01-12,7,20,1,4
RPG0403,2010-01-12,14,5,1,1
RPH2326,2010-01-12,28,0,6,0
RPL2640,2010-01-12,20,0,4,0
RPS3617,2010-01-12,3,0,1,0
RPW0026,2010-01-12,15,0,8,0
RPW2445,2010-01-12,18,0,7,0
RQN2039,2010-01-12,18,0,7,0
RQR3924,2010-01-12,0,4,0,1
RRA0643,2010-01-12,12,0,8,0
RRD2697,2010-01-12,13,0,7,0
RRH0638,2010-01-12,25,0,6,0
RRH3057,2010-01-12,17,0,8,0
RRM2175,2010-01-12,5,0,1,0
RRM3789,2010-01-12,29,0,9,0
RRS2359,2010-01-12,12,0,1,0
RRT1417,2010-01-12,13,7,2,1
RSA2941,2010-01-12,16,17,5,5
RSE2181,2010-01-12,2,0,0,0
RSE2382,2010-01-12,22,29,6,6
RSG0687,2010-01-12,6,0,1,0
RSG2931,2010-01-12,7,0,3,0
RSJ0891,2010-01-12,6,0,1,0
RSM1089,2010-01-12,15,0,4,0
RSM3742,2010-01-12,6,0,2,0
RSR2681,2010-01-12,15,0,3,0
RSS0875,2010-01-12,2,0,1,0
RSS3182,2010-01-12,16,0,2,0
RSV2438,2010-01-12,20,0,3,0
RSV3166,2010-01-12,6,13,1,4
RSW3232,2010-01-12,12,0,3,0
RTA1201,2010-01-12,15,0,3,0
RTD0762,2010-01-12,13,0,4,0
RTM0849,2010-01-12,0,6,0,1
RTN3680,2010-01-12,0,5,0,1
RTP0754,2010-01-12,14,5,4,2
RTS2009,2010-01-12,15,4,8,2
RTW2758,2010-01-12,8,0,0,0
RUB1156,2010-01-12,10,8,5,1
RUC1198,2010-01-12,17,0,7,0
RVB0303,2010-01-12,6,0,1,0
RVH0535,2010-01-12,5,0,0,0
RVL1688,2010-01-12,2,8,1,1
RVR0095,2010-01-12,19,22,5,10
RVV0317,2010-01-12,11,8,5,3
RWH3312,2010-01-12,2,0,0,0
RWN1705,2010-01-12,5,3,1,0
RWS3699,2010-01-12,4,0,1,0
RXG1504,2010-01-12,0,3,0,1
RXN2265,2010-01-12,23,4,10,1
SAB0817,2010-01-12,16,0,5,0
SAB1954,2010-01-12,8,12,1,3
SAB2761,2010-01-12,4,0,0,0
SAB3286,2010-01-12,0,5,0,1
SAB3860,2010-01-12,0,30,0,10
SAC0374,2010-01-12,17,0,6,0
SAC3963,2010-01-12,2,0,0,0
SAD3259,2010-01-12,6,0,0,0
SAH2292,2010-01-12,11,0,2,0
SAL2493,2010-01-12,14,7,4,1
SAM2567,2010-01-12,22,4,5,2
SAM3782,2010-01-12,11,28,4,5
SAM3855,2010-01-12,10,31,1,7
SAM3862,2010-01-12,10,20,4,5
SAP1888,2010-01-12,12,0,6,0
SAP2173,2010-01-12,6,0,1,0
SAP3390,2010-01-12,6,2,1,1
SAR1883,2010-01-12,6,4,0,2
SAR2066,2010-01-12,25,0,5,0
SAS1098,2010-01-12,17,0,4,0
SAT3766,2010-01-12,6,5,2,1
SAV3457,2010-01-12,6,0,1,0
SBD1557,2010-01-12,2,0,0,0
SBG3983,2010-01-12,5,0,1,0
SBH3683,2010-01-12,2,0,1,0
SBJ3628,2010-01-12,2,0,1,0
SBK3515,2010-01-12,12,7,5,1
SBM2719,2010-01-12,13,7,2,1
SBO3115,2010-01-12,13,5,5,1
SBS1606,2010-01-12,32,4,10,1
SBT2281,2010-01-12,29,0,10,0
SBT2585,2010-01-12,14,0,7,0
SBW3023,2010-01-12,15,20,3,6
SCB1280,2010-01-12,20,0,6,0
SCB2814,2010-01-12,2,0,1,0
SCC0067,2010-01-12,20,0,6,0
SCC1896,2010-01-12,12,9,1,5
SCC2526,2010-01-12,20,0,7,0
SCD2333,2010-01-12,4,31,1,6
SCD3192,2010-01-12,13,4,1,4
SCE1877,2010-01-12,2,16,1,7
SCF0330,2010-01-12,13,8,4,3
SCG2695,2010-01-12,11,0,9,0
SCH1013,2010-01-12,18,19,2,5
SCH3567,2010-01-12,23,3,6,1
SCH3716,2010-01-12,23,13,6,2
SCH3858,2010-01-12,29,0,10,0
SCJ0179,2010-01-12,14,12,2,3
SCJ2279,2010-01-12,0,37,0,10
SCL0022,2010-01-12,25,0,9,0
SCL2577,2010-01-12,21,0,4,0
SCM0778,2010-01-12,5,18,1,3
SCM2538,2010-01-12,5,2,1,0
SCM3407,2010-01-12,9,0,2,0
SCM3950,2010-01-12,2,0,1,0
SCP1116,2010-01-12,2,13,1,8
SCP3664,2010-01-12,2,0,0,0
SCR0898,2010-01-12,5,0,1,0
SCR2455,2010-01-12,10,13,4,6
SDB3500,2010-01-12,25,7,8,2
SDC2793,2010-01-12,0,5,0,1
SDC3561,2010-01-12,3,17,1,8
SDE2662,2010-01-12,14,0,4,0
SDF3082,2010-01-12,19,0,8,0
SDH1556,2010-01-12,2,0,1,0
SDH2394,2010-01-12,0,42,0,15
SDM2550,2010-01-12,9,7,6,1
SDM3560,2010-01-12,18,4,4,1
SDN2932,2010-01-12,5,2,2,1
SDR1227,2010-01-12,14,7,3,1
SDW0370,2010-01-12,12,24,3,6
SED0972,2010-01-12,0,4,0,3
SEM1862,2010-01-12,18,0,7,0
SEM1983,2010-01-12,5,10,1,1
SEM2492,2010-01-12,21,0,7,0
SEN0534,2010-01-12,18,2,4,1
SER0621,2010-01-12,10,10,5,4
SER2158,2010-01-12,4,0,0,0
SES2670,2010-01-12,23,0,6,0
SFC2336,2010-01-12,21,8,2,3
SFE0723,2010-01-12,14,0,6,0
SFL0092,2010-01-12,31,0,8,0
SFM2226,2010-01-12,3,0,0,0
SGB1636,2010-01-12,9,0,2,0
SGC1001,2010-01-12,31,0,9,0
SGC2111,2010-01-12,13,0,9,0
SGF2611,2010-01-12,19,0,8,0
SGK1941,2010-01-12,8,9,3,3
SGM2153,2010-01-12,2,0,1,0
SGP1124,2010-01-12,19,0,5,0
SGR0658,2010-01-12,13,10,3,2
SGR1164,2010-01-12,14,4,6,0
SGV2780,2010-01-12,0,2,0,1
SGW0112,2010-01-12,3,11,2,4
SGW0443,2010-01-12,3,12,2,4
SHB2106,2010-01-12,5,17,1,5
SHB3512,2010-01-12,16,2,5,1
SHC1585,2010-01-12,28,0,10,0
SHG1281,2010-01-12,16,0,9,0
SHH0970,2010-01-12,0,14,0,3
SHM2429,2010-01-12,23,2,8,1
SHN0104,2010-01-12,19,0,8,0
SHP1418,2010-01-12,10,8,4,3
SHP1713,2010-01-12,11,29,1,14
SHS3176,2010-01-12,22,0,8,0
SHT3548,2010-01-12,18,0,5,0
SHW3011,2010-01-12,3,7,1,2
SIM3373,2010-01-12,28,6,12,2
SIP2293,2010-01-12,7,0,3,0
SIP2907,2010-01-12,8,0,2,0
SIR3201,2010-01-12,16,0,5,0
SIS3576,2010-01-12,0,20,0,8
SIW2528,2010-01-12,19,0,5,0
SJB0086,2010-01-12,17,0,4,0
SJB2984,2010-01-12,6,2,1,1
SJC3900,2010-01-12,20,0,5,0
SJD3032,2010-01-12,13,12,8,5
SJF3798,2010-01-12,23,11,9,3
SJG1194,2010-01-12,15,0,7,0
SJH0945,2010-01-12,9,0,2,0
SJL3355,2010-01-12,20,8,12,2
SJM3805,2010-01-12,2,9,1,2
SJN1601,2010-01-12,25,12,8,5
SJR0452,2010-01-12,13,12,6,6
SJS0323,2010-01-12,16,0,9,0
SJS1014,2010-01-12,20,17,6,7
SJS1415,2010-01-12,16,0,5,0
SJT0698,2010-01-12,17,0,2,0
SJW0184,2010-01-12,17,0,7,0
SJW3131,2010-01-12,18,0,6,0
SJY3732,2010-01-12,23,16,4,3
SKA0757,2010-01-12,10,0,0,0
SKB2635,2010-01-12,14,8,4,2
SKB3336,2010-01-12,0,6,0,1
SKB3752,2010-01-12,3,0,3,0
SKE3262,2010-01-12,4,0,1,0
SKF2105,2010-01-12,0,10,0,7
SKG1731,2010-01-12,10,0,2,0
SKK0282,2010-01-12,14,0,9,0
SKL0739,2010-01-12,15,8,4,4
SKM1287,2010-01-12,7,7,4,4
SKM1369,2010-01-12,22,0,5,0
SKM3058,2010-01-12,18,0,6,0
SKP3263,2010-01-12,2,0,1,0
SKS0339,2010-01-12,6,0,1,0
SLB2519,2010-01-12,2,0,1,0
SLB3039,2010-01-12,18,2,7,1
SLC0017,2010-01-12,29,4,14,1
SLC1588,2010-01-12,35,0,8,0
SLD1639,2010-01-12,10,0,3,0
SLH0900,2010-01-12,2,0,1,0
SLL0504,2010-01-12,19,0,4,0
SLM1119,2010-01-12,0,13,0,3
SLM2404,2010-01-12,18,4,5,1
SLS0834,2010-01-12,8,10,3,2
SLS2992,2010-01-12,10,0,2,0
SLV2969,2010-01-12,7,0,0,0
SMC2898,2010-01-12,12,24,4,9
SME0418,2010-01-12,20,6,4,1
SME1984,2010-01-12,13,0,7,0
SMG1268,2010-01-12,15,13,4,3
SMG1794,2010-01-12,18,0,2,0
SMH1953,2010-01-12,17,0,8,0
SMH2222,2010-01-12,4,0,1,0
SML1923,2010-01-12,4,14,1,3
SMM3221,2010-01-12,18,5,6,1
SMN1103,2010-01-12,0,15,0,5
SMO0458,2010-01-12,23,0,10,0
SMR0338,2010-01-12,0,2,0,1
SMS1114,2010-01-12,14,4,6,0
SMS2452,2010-01-12,17,0,4,0
SMW2062,2010-01-12,17,2,7,1
SNC1837,2010-01-12,6,8,0,8
SNM1257,2010-01-12,5,14,1,3
SNM1696,2010-01-12,12,0,1,0
SNV2423,2010-01-12,26,0,9,0
SNW0798,2010-01-12,6,16,1,7
SOB0089,2010-01-12,16,0,6,0
SOD0442,2010-01-12,12,8,6,1
SOH3595,2010-01-12,0,9,0,3
SOK1299,2010-01-12,17,0,8,0
SOM2865,2010-01-12,2,0,1,0
SPM1684,2010-01-12,0,11,0,1
SPP2313,2010-01-12,39,0,7,0
SPW0753,2010-01-12,20,0,9,0
SQC2334,2010-01-12,24,10,9,3
SRA3210,2010-01-12,20,0,4,0
SRB2276,2010-01-12,16,21,3,7
SRB2600,2010-01-12,13,0,5,0
SRC2524,2010-01-12,15,0,5,0
SRH3590,2010-01-12,17,0,8,0
SRL3525,2010-01-12,7,18,0,8
SRM1112,2010-01-12,12,0,2,0
SRM3245,2010-01-12,16,0,8,0
SRN2617,2010-01-12,10,0,9,0
SRP2080,2010-01-12,14,4,7,1
SRR2711,2010-01-12,12,5,8,1
SRS0129,2010-01-12,0,20,0,16
SSA0346,2010-01-12,6,0,0,0
SSA0389,2010-01-12,10,0,1,0
SSA1793,2010-01-12,7,12,2,4
SSD3197,2010-01-12,13,11,4,0
SSF3031,2010-01-12,24,0,11,0
SSH1649,2010-01-12,5,26,1,10
SSH1845,2010-01-12,15,5,7,1
SSL2271,2010-01-12,7,34,3,7
SSM3894,2010-01-12,17,4,3,3
SSO2406,2010-01-12,13,8,6,1
SSR1962,2010-01-12,6,13,1,3
SSS3091,2010-01-12,9,14,4,3
SST1661,2010-01-12,24,12,12,3
STC2042,2010-01-12,20,0,7,0
STC3053,2010-01-12,12,20,2,4
STJ2043,2010-01-12,17,0,5,0
STK2397,2010-01-12,9,0,2,0
STN2458,2010-01-12,17,0,4,0
STR1769,2010-01-12,16,0,7,0
STR3896,2010-01-12,20,5,3,0
SUG0718,2010-01-12,13,8,6,2
SVA1742,2010-01-12,15,6,6,1
SVM0077,2010-01-12,5,6,1,2
SVM0770,2010-01-12,16,0,6,0
SVM3947,2010-01-12,4,0,1,0
SWA1824,2010-01-12,21,0,5,0
SWE1349,2010-01-12,17,0,6,0
SWE3155,2010-01-12,7,12,1,3
SWG1391,2010-01-12,17,6,4,4
SWG2200,2010-01-12,4,0,1,0
SWH1053,2010-01-12,23,0,4,0
SWK1436,2010-01-12,19,0,5,0
SWM0188,2010-01-12,13,0,4,0
SWO3258,2010-01-12,0,5,0,1
SWR3808,2010-01-12,9,0,2,0
SWS0823,2010-01-12,0,19,0,7
SXO3514,2010-01-12,18,0,7,0
SXR0964,2010-01-12,31,0,10,0
SXW0537,2010-01-12,22,0,7,0
SYF1650,2010-01-12,34,0,11,0
SYF3607,2010-01-12,21,0,7,0
SYM2379,2010-01-12,40,0,15,0
SZB0321,2010-01-12,14,9,8,2
SZC2235,2010-01-12,2,0,0,0
SZG0325,2010-01-12,6,15,1,5
TAB0684,2010-01-12,18,7,4,1
TAB1870,2010-01-12,13,9,5,1
TAB3539,2010-01-12,18,0,7,0
TAC3330,2010-01-12,0,4,0,1
TAC3425,2010-01-12,35,0,9,0
TAD1414,2010-01-12,23,0,7,0
TAE1559,2010-01-12,6,0,1,0
TAF0640,2010-01-12,15,4,3,0
TAH0933,2010-01-12,9,0,1,0
TAJ0193,2010-01-12,13,0,8,0
TAM1488,2010-01-12,5,0,0,0
TAM2031,2010-01-12,20,0,3,0
TAM3048,2010-01-12,25,7,5,2
TAN2642,2010-01-12,16,7,5,1
TAP0631,2010-01-12,6,11,1,7
TAP0664,2010-01-12,15,6,6,1
TAP1086,2010-01-12,10,12,3,6
TAW2664,2010-01-12,13,6,7,2
TBB1547,2010-01-12,6,0,1,0
TBC2256,2010-01-12,26,0,4,0
TBD2008,2010-01-12,10,11,5,1
TBL2581,2010-01-12,6,8,3,4
TBM3829,2010-01-12,4,4,2,1
TBS3382,2010-01-12,8,0,3,0
TBW1393,2010-01-12,6,15,1,3
TCB0061,2010-01-12,15,0,7,0
TCB0550,2010-01-12,15,0,8,0
TCG0016,2010-01-12,20,4,2,1
TCG1262,2010-01-12,8,7,5,2
TCH2216,2010-01-12,2,0,1,0
TCH2233,2010-01-12,5,0,1,0
TCM2403,2010-01-12,28,0,9,0
TCN1687,2010-01-12,9,3,1,1
TCP2520,2010-01-12,0,15,0,2
TCR3994,2010-01-12,6,0,0,0
TDC3116,2010-01-12,15,0,2,0
TDG2727,2010-01-12,15,2,1,0
TDH0989,2010-01-12,0,5,0,2
TDJ3138,2010-01-12,19,2,3,0
TDK1689,2010-01-12,8,0,3,0
TDM2658,2010-01-12,14,0,6,0
TDM2859,2010-01-12,2,0,1,0
TDM3135,2010-01-12,16,0,4,0
TDR0111,2010-01-12,19,0,7,0
TDV1034,2010-01-12,22,13,6,5
TDV3188,2010-01-12,23,0,7,0
TDW1746,2010-01-12,17,20,7,3
TEC2300,2010-01-12,0,7,0,1
TEC3006,2010-01-12,36,0,10,0
TEF3555,2010-01-12,0,24,0,6
TEW0693,2010-01-12,15,5,8,0
TFB1229,2010-01-12,17,0,6,0
TFH0544,2010-01-12,11,0,5,0
TGA2006,2010-01-12,6,8,3,4
TGC1489,2010-01-12,2,0,0,0
TGH3351,2010-01-12,24,11,9,1
TGP1343,2010-01-12,23,0,6,0
TGW2782,2010-01-12,2,0,1,0
THB0987,2010-01-12,31,0,10,0
THC2752,2010-01-12,23,0,5,0
THF2879,2010-01-12,22,17,8,6
THG3271,2010-01-12,0,6,0,1
THH2751,2010-01-12,16,13,3,2
THM1021,2010-01-12,24,2,10,0
THM2665,2010-01-12,23,0,5,0
THR3371,2010-01-12,32,10,11,3
THW1425,2010-01-12,12,0,1,0
TIE1175,2010-01-12,13,12,1,3
TIJ1817,2010-01-12,13,8,3,5
TJB0540,2010-01-12,15,2,6,0
TJB2532,2010-01-12,0,16,0,2
TJB3240,2010-01-12,17,0,7,0
TJB3511,2010-01-12,16,0,7,0
TJD0106,2010-01-12,15,0,3,0
TJE1945,2010-01-12,18,0,2,0
TJL2113,2010-01-12,12,9,2,3
TJL3603,2010-01-12,19,0,3,0
TJM0328,2010-01-12,18,0,7,0
TJM3340,2010-01-12,5,0,1,0
TJP2817,2010-01-12,2,0,1,0
TJS3067,2010-01-12,19,0,5,0
TJT3412,2010-01-12,36,0,11,0
TKC0514,2010-01-12,17,0,4,0
TKD2115,2010-01-12,18,11,4,2
TKE3293,2010-01-12,2,0,0,0
TKK0628,2010-01-12,13,12,4,3
TKM1539,2010-01-12,2,0,0,0
TKM2494,2010-01-12,14,5,4,0
TKN0812,2010-01-12,6,24,1,7
TKO0417,2010-01-12,15,10,4,1
TKP0210,2010-01-12,11,12,4,4
TKS1549,2010-01-12,2,0,1,0
TKS3035,2010-01-12,18,9,11,3
TLC1147,2010-01-12,8,9,4,5
TLK0003,2010-01-12,49,0,15,0
TLP1231,2010-01-12,15,0,9,0
TLU1836,2010-01-12,4,13,1,1
TLW2668,2010-01-12,17,0,3,0
TMB1474,2010-01-12,16,0,6,0
TMC3659,2010-01-12,0,5,0,1
TMV0868,2010-01-12,0,5,0,1
TND0324,2010-01-12,17,0,6,0
TNH3028,2010-01-12,15,17,2,8
TNR0319,2010-01-12,23,0,12,0
TNS1233,2010-01-12,19,0,6,0
TNV3213,2010-01-12,2,15,0,2
TOS3712,2010-01-12,29,0,12,0
TPF1663,2010-01-12,28,10,10,4
TPG2392,2010-01-12,27,12,8,5
TPM0039,2010-01-12,18,0,7,0
TPM0234,2010-01-12,0,2,0,0
TPM3141,2010-01-12,9,0,9,0
TPS1568,2010-01-12,6,0,1,0
TPS2595,2010-01-12,14,0,5,0
TQR3104,2010-01-12,24,3,7,0
TRC1831,2010-01-12,0,20,0,4
TRH1083,2010-01-12,13,0,5,0
TRS3323,2010-01-12,2,0,1,0
TRV2966,2010-01-12,7,0,2,0
TRW3172,2010-01-12,14,0,9,0
TSD2948,2010-01-12,32,2,11,0
TSF3478,2010-01-12,41,0,9,0
TSH3841,2010-01-12,13,12,3,4
TSL2699,2010-01-12,10,0,6,0
TSO3216,2010-01-12,16,0,8,0
TSS3643,2010-01-12,0,5,0,0
TTB0471,2010-01-12,22,0,6,0
TTD2873,2010-01-12,0,6,0,1
TTF2920,2010-01-12,0,5,0,2
TTK2633,2010-01-12,23,0,9,0
TTL3088,2010-01-12,14,0,8,0
TTP2417,2010-01-12,22,0,11,0
TTR0045,2010-01-12,23,0,6,0
TVC2918,2010-01-12,0,8,0,2
TVS0520,2010-01-12,13,4,3,0
TWF1072,2010-01-12,19,0,4,0
TWH1178,2010-01-12,20,4,7,1
TWK1773,2010-01-12,20,0,10,0
TWM0837,2010-01-12,0,4,0,1
TWM2199,2010-01-12,2,0,1,0
TWW0811,2010-01-12,13,8,3,4
TZG2263,2010-01-12,31,0,13,0
TZM0239,2010-01-12,7,13,1,4
TZM0716,2010-01-12,17,5,1,1
TZM0851,2010-01-12,6,0,1,0
TZY3133,2010-01-12,20,5,4,1
UAD2700,2010-01-12,4,0,1,0
UAH3940,2010-01-12,6,0,1,0
UAS2829,2010-01-12,3,0,1,0
UCG0322,2010-01-12,19,0,10,0
UCM3537,2010-01-12,0,13,0,7
UCS3454,2010-01-12,4,2,2,0
UCW2995,2010-01-12,31,0,13,0
UDB1170,2010-01-12,20,0,7,0
UDW0487,2010-01-12,11,0,3,0
UEP2013,2010-01-12,0,18,0,7
UIM2818,2010-01-12,6,0,1,0
UKC0543,2010-01-12,23,0,8,0
UKC1192,2010-01-12,16,0,7,0
UKS1465,2010-01-12,23,0,6,0
ULP1169,2010-01-12,16,5,4,1
UMB0055,2010-01-12,39,0,15,0
UME2842,2010-01-12,2,0,1,0
UMF2894,2010-01-12,23,3,7,2
UMH1532,2010-01-12,0,3,0,1
UMM3017,2010-01-12,10,7,2,0
UMS0883,2010-01-12,2,0,1,0
UNB3986,2010-01-12,6,0,1,0
UOM3363,2010-01-12,14,19,1,3
URC2874,2010-01-12,36,0,8,0
URC3818,2010-01-12,8,0,1,0
USC3486,2010-01-12,9,14,1,2
USD0600,2010-01-12,20,0,8,0
USF1753,2010-01-12,31,0,10,0
UVN0903,2010-01-12,6,0,1,0
UWB0395,2010-01-12,8,0,1,0
UXC1495,2010-01-12,0,3,0,1
UYW1162,2010-01-12,0,13,0,8
VAB1102,2010-01-12,20,0,4,0
VAB1526,2010-01-12,5,0,1,0
VAC3966,2010-01-12,0,5,0,1
VAD2639,2010-01-12,15,5,7,1
VAR3559,2010-01-12,12,10,2,4
VAS3984,2010-01-12,3,0,1,0
VBA1395,2010-01-12,15,9,6,1
VBN0984,2010-01-12,12,0,3,0
VBP1871,2010-01-12,0,22,0,4
VCF3273,2010-01-12,6,0,1,0
VCH3696,2010-01-12,2,0,1,0
VCR3103,2010-01-12,19,0,7,0
VCS1196,2010-01-12,22,6,2,0
VCV1353,2010-01-12,13,0,4,0
VCV2521,2010-01-12,19,4,2,1
VDB0247,2010-01-12,0,36,0,12
VDH0766,2010-01-12,18,0,6,0
VDI1217,2010-01-12,19,0,2,0
VDM2701,2010-01-12,11,12,3,4
VDP0790,2010-01-12,24,0,6,0
VEB3671,2010-01-12,3,0,0,0
VEC1686,2010-01-12,8,0,0,0
VEW0278,2010-01-12,13,0,9,0
VFM3223,2010-01-12,10,11,3,3
VGM2096,2010-01-12,13,5,4,4
VHG3993,2010-01-12,6,0,0,0
VHH0485,2010-01-12,6,0,2,0
VHM2280,2010-01-12,25,15,7,3
VIB2070,2010-01-12,2,5,1,3
VJB1699,2010-01-12,0,5,0,1
VJB1928,2010-01-12,24,0,4,0
VJC1974,2010-01-12,17,0,7,0
VJK1327,2010-01-12,9,8,2,3
VJM1336,2010-01-12,18,0,8,0
VJM2715,2010-01-12,6,10,1,4
VKA1118,2010-01-12,18,6,7,1
VKE0655,2010-01-12,17,0,1,0
VKM1515,2010-01-12,0,5,0,1
VKM2376,2010-01-12,0,23,0,6
VKM2949,2010-01-12,27,6,6,2
VKT2228,2010-01-12,2,0,0,0
VLF1113,2010-01-12,16,0,8,0
VLM3572,2010-01-12,21,9,6,2
VMJ3068,2010-01-12,5,14,2,4
VMN0743,2010-01-12,14,3,4,1
VMW1500,2010-01-12,4,0,1,0
VNC1607,2010-01-12,28,9,9,4
VND1667,2010-01-12,25,22,5,7
VNG0916,2010-01-12,28,0,10,0
VNH1282,2010-01-12,20,0,5,0
VON3443,2010-01-12,11,0,2,0
VPG2530,2010-01-12,24,5,3,1
VPS3185,2010-01-12,6,13,3,2
VQS3246,2010-01-12,14,0,9,0
VRB3401,2010-01-12,0,11,0,2
VRJ0636,2010-01-12,16,5,8,1
VSC0775,2010-01-12,16,0,9,0
VSF0004,2010-01-12,40,16,12,4
VSJ2569,2010-01-12,11,9,6,2
VTB0576,2010-01-12,2,20,1,6
VTB2147,2010-01-12,21,0,6,0
VTD1184,2010-01-12,17,0,8,0
VTD2731,2010-01-12,10,8,4,2
VTK2978,2010-01-12,7,0,3,0
VTL0314,2010-01-12,10,0,7,0
VWB0990,2010-01-12,30,9,7,1
VWV1249,2010-01-12,18,7,5,1
VYP0637,2010-01-12,22,0,7,0
VZG2484,2010-01-12,21,0,5,0
WAA1816,2010-01-12,22,0,8,0
WAA2573,2010-01-12,19,0,7,0
WAC3677,2010-01-12,2,0,1,0
WAF3438,2010-01-12,20,16,8,3
WAH2778,2010-01-12,4,0,1,0
WAH3836,2010-01-12,7,3,2,0
WAJ2412,2010-01-12,24,8,8,1
WAL0050,2010-01-12,24,10,8,1
WAM0069,2010-01-12,28,0,10,0
WAR1374,2010-01-12,17,0,5,0
WAS2214,2010-01-12,5,0,1,0
WAW0422,2010-01-12,0,9,0,3
WBA1786,2010-01-12,0,13,0,9
WBB2321,2010-01-12,34,9,7,2
WBC1203,2010-01-12,20,0,7,0
WBE0967,2010-01-12,11,0,3,0
WBH1861,2010-01-12,6,0,3,0
WBL2852,2010-01-12,2,0,1,0
WBM0690,2010-01-12,12,0,8,0
WBM1045,2010-01-12,18,5,8,1
WBS1592,2010-01-12,27,0,8,0
WBS3870,2010-01-12,6,15,0,3
WCB0801,2010-01-12,9,12,1,2
WCM3134,2010-01-12,15,0,5,0
WCP2123,2010-01-12,16,0,6,0
WCR2136,2010-01-12,6,13,0,6
WDD0499,2010-01-12,6,10,1,7
WDD2677,2010-01-12,21,6,5,1
WDH0910,2010-01-12,32,0,9,0
WDL0140,2010-01-12,24,5,3,1
WEB3897,2010-01-12,0,14,0,4
WEC3721,2010-01-12,21,16,5,9
WES2531,2010-01-12,14,5,3,3
WET2108,2010-01-12,19,0,8,0
WEV2867,2010-01-12,2,0,1,0
WFH2830,2010-01-12,3,0,1,0
WFN0926,2010-01-12,22,0,14,0
